"No.","Time","Source","Destination","Protocol","Length","Info"
"17","3.714828","192.168.3.13","2.16.197.86","TCP","54","[TCP Previous segment not captured] 62958  >  443 [ACK] Seq=13848 Ack=36 Win=1020 Len=0"
"18","3.849484","2.16.197.86","192.168.3.13","TLSv1.2","472","Application Data"
"19","3.849484","2.16.197.86","192.168.3.13","TLSv1.2","473","Application Data"
"20","3.849627","192.168.3.13","2.16.197.86","TCP","54","62958  >  443 [ACK] Seq=13848 Ack=873 Win=1024 Len=0"
"21","3.850608","2.16.197.86","192.168.3.13","TLSv1.2","85","Application Data"
"22","3.850730","192.168.3.13","2.16.197.86","TCP","54","62958  >  443 [ACK] Seq=13848 Ack=904 Win=1023 Len=0"
"23","3.862021","2.16.197.86","192.168.3.13","TLSv1.2","85","Application Data"
"24","3.862093","192.168.3.13","2.16.197.86","TCP","54","62958  >  443 [ACK] Seq=13848 Ack=935 Win=1023 Len=0"
"25","3.905317","192.168.3.13","2.16.197.86","TCP","1414","62958  >  443 [ACK] Seq=13848 Ack=935 Win=1023 Len=1360 [TCP PDU reassembled in 26]"
"26","3.905317","192.168.3.13","2.16.197.86","TLSv1.2","1398","Application Data"
"27","3.905528","192.168.3.13","2.16.197.86","TCP","1414","62958  >  443 [ACK] Seq=16552 Ack=935 Win=1023 Len=1360 [TCP PDU reassembled in 41]"
"28","3.913782","2.16.197.86","192.168.3.13","TCP","66","[TCP Dup ACK 15#1] 443  >  62958 [ACK] Seq=935 Ack=13848 Win=1030 Len=0 SLE=16552 SRE=17912"
"29","3.913843","192.168.3.13","2.16.197.86","TCP","1414","62958  >  443 [ACK] Seq=17912 Ack=935 Win=1023 Len=1360 [TCP PDU reassembled in 41]"
"30","3.922735","2.16.197.86","192.168.3.13","TCP","66","443  >  62958 [ACK] Seq=935 Ack=15208 Win=1053 Len=0 SLE=16552 SRE=17912"
"31","3.922735","2.16.197.86","192.168.3.13","TCP","54","443  >  62958 [ACK] Seq=935 Ack=17912 Win=1076 Len=0"
"32","3.922801","192.168.3.13","2.16.197.86","TCP","1414","62958  >  443 [ACK] Seq=19272 Ack=935 Win=1023 Len=1360 [TCP PDU reassembled in 41]"
"33","3.922801","192.168.3.13","2.16.197.86","TCP","1414","62958  >  443 [ACK] Seq=20632 Ack=935 Win=1023 Len=1360 [TCP PDU reassembled in 41]"
"34","3.938282","2.16.197.86","192.168.3.13","TCP","54","443  >  62958 [ACK] Seq=935 Ack=20632 Win=1121 Len=0"
"35","3.938322","192.168.3.13","2.16.197.86","TCP","1414","62958  >  443 [ACK] Seq=21992 Ack=935 Win=1023 Len=1360 [TCP PDU reassembled in 41]"
"36","3.938322","192.168.3.13","2.16.197.86","TCP","1414","62958  >  443 [ACK] Seq=23352 Ack=935 Win=1023 Len=1360 [TCP PDU reassembled in 41]"
"37","3.938322","192.168.3.13","2.16.197.86","TCP","1414","62958  >  443 [ACK] Seq=24712 Ack=935 Win=1023 Len=1360 [TCP PDU reassembled in 41]"
"38","3.942484","2.16.197.86","192.168.3.13","TLSv1.2","472","Application Data"
"39","3.942565","192.168.3.13","2.16.197.86","TCP","1414","62958  >  443 [ACK] Seq=26072 Ack=1353 Win=1022 Len=1360 [TCP PDU reassembled in 41]"
"40","3.944681","2.16.197.86","192.168.3.13","TCP","54","443  >  62958 [ACK] Seq=1353 Ack=24712 Win=1190 Len=0"
"41","3.944728","192.168.3.13","2.16.197.86","TLSv1.2","1414","Application Data, Application Data"
"42","3.944728","192.168.3.13","2.16.197.86","TCP","1414","62958  >  443 [ACK] Seq=28792 Ack=1353 Win=1022 Len=1360 [TCP PDU reassembled in 45]"
"43","3.972318","2.16.197.86","192.168.3.13","TCP","54","443  >  62958 [ACK] Seq=1353 Ack=27432 Win=1236 Len=0"
"44","3.972318","2.16.197.86","192.168.3.13","TCP","54","443  >  62958 [ACK] Seq=1353 Ack=30152 Win=1281 Len=0"
"45","3.972378","192.168.3.13","2.16.197.86","TLSv1.2","1414","Application Data"
"46","3.972378","192.168.3.13","2.16.197.86","TLSv1.2","143","Application Data, Application Data"
"47","3.973358","2.16.197.86","192.168.3.13","TLSv1.2","85","Application Data"
"48","3.973399","192.168.3.13","2.16.197.86","TCP","54","62958  >  443 [ACK] Seq=31601 Ack=1384 Win=1022 Len=0"
"49","3.978569","2.16.197.86","192.168.3.13","TCP","54","443  >  62958 [ACK] Seq=1384 Ack=31601 Win=1304 Len=0"
"50","4.106350","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"51","4.112954","2.16.197.86","192.168.3.13","TLSv1.2","473","Application Data"
"52","4.112954","2.16.197.86","192.168.3.13","TLSv1.2","85","Application Data"
"53","4.113087","192.168.3.13","2.16.197.86","TCP","54","62958  >  443 [ACK] Seq=31601 Ack=1834 Win=1020 Len=0"
"54","4.119891","2.16.197.86","192.168.3.13","TLSv1.2","473","Application Data"
"55","4.119891","2.16.197.86","192.168.3.13","TLSv1.2","85","Application Data"
"56","4.119981","192.168.3.13","2.16.197.86","TCP","54","62958  >  443 [ACK] Seq=31601 Ack=2284 Win=1024 Len=0"
"57","4.247614","64.233.190.188","192.168.3.13","TLSv1.2","383","Application Data"
"58","4.288082","192.168.3.13","64.233.190.188","TCP","54","62356  >  5228 [ACK] Seq=1 Ack=330 Win=253 Len=0"
"59","4.508595","192.168.3.13","200.192.100.13","TCP","66","62982  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"60","4.508760","192.168.3.13","200.192.100.13","TCP","66","62983  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"61","4.516372","200.192.100.13","192.168.3.13","TCP","66","53  >  62982 [SYN, ACK] Seq=0 Ack=1 Win=64660 Len=0 MSS=1220 SACK_PERM WS=128"
"62","4.516473","192.168.3.13","200.192.100.13","TCP","54","62982  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"63","4.516629","192.168.3.13","200.192.100.13","TCP","56","62982  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 64]"
"64","4.516681","192.168.3.13","200.192.100.13","DNS","91","Standard query 0x000d A clients4.google.com"
"65","4.551647","200.192.100.13","192.168.3.13","TCP","66","53  >  62983 [SYN, ACK] Seq=0 Ack=1 Win=64660 Len=0 MSS=1220 SACK_PERM WS=128"
"66","4.551761","192.168.3.13","200.192.100.13","TCP","54","62983  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"67","4.551958","192.168.3.13","200.192.100.13","TCP","56","62983  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 68]"
"68","4.552021","192.168.3.13","200.192.100.13","DNS","91","Standard query 0x1420 HTTPS clients4.google.com"
"69","4.558262","200.192.100.13","192.168.3.13","TCP","54","53  >  62982 [ACK] Seq=1 Ack=3 Win=64768 Len=0"
"70","4.560427","200.192.100.13","192.168.3.13","TCP","54","53  >  62982 [ACK] Seq=1 Ack=40 Win=64768 Len=0"
"71","4.560427","200.192.100.13","192.168.3.13","DNS","143","Standard query response 0x000d A clients4.google.com CNAME clients.l.google.com A 142.251.129.14"
"72","4.560669","192.168.3.13","200.192.100.13","TCP","54","62982  >  53 [FIN, ACK] Seq=40 Ack=90 Win=65280 Len=0"
"73","4.565891","200.192.100.13","192.168.3.13","TCP","54","53  >  62983 [ACK] Seq=1 Ack=3 Win=64768 Len=0"
"74","4.565891","200.192.100.13","192.168.3.13","TCP","54","53  >  62983 [ACK] Seq=1 Ack=40 Win=64768 Len=0"
"75","4.566659","200.192.100.13","192.168.3.13","TCP","54","53  >  62982 [FIN, ACK] Seq=90 Ack=41 Win=64768 Len=0"
"76","4.566659","200.192.100.13","192.168.3.13","DNS","177","Standard query response 0x1420 HTTPS clients4.google.com CNAME clients.l.google.com SOA ns1.google.com"
"77","4.566701","192.168.3.13","200.192.100.13","TCP","54","62982  >  53 [ACK] Seq=41 Ack=91 Win=65280 Len=0"
"78","4.567452","192.168.3.13","142.251.129.14","TCP","66","62984  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"79","4.567524","192.168.3.13","200.192.100.13","TCP","54","62983  >  53 [FIN, ACK] Seq=40 Ack=124 Win=65280 Len=0"
"80","4.575590","200.192.100.13","192.168.3.13","TCP","54","53  >  62983 [FIN, ACK] Seq=124 Ack=41 Win=64768 Len=0"
"81","4.575661","192.168.3.13","200.192.100.13","TCP","54","62983  >  53 [ACK] Seq=41 Ack=125 Win=65280 Len=0"
"82","4.581353","142.251.129.14","192.168.3.13","TCP","66","443  >  62984 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=256"
"83","4.581438","192.168.3.13","142.251.129.14","TCP","54","62984  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"84","4.582177","192.168.3.13","142.251.129.14","TCP","1414","62984  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360 [TCP PDU reassembled in 85]"
"85","4.582177","192.168.3.13","142.251.129.14","TLSv1.3","882","Client Hello (SNI=clients4.google.com)"
"86","4.617231","192.168.3.13","142.251.129.14","TCP","1414","[TCP Retransmission] 62984  >  443 [PSH, ACK] Seq=829 Ack=1 Win=65280 Len=1360 [TCP PDU reassembled in 85]"
"87","4.633270","142.251.129.14","192.168.3.13","TCP","66","[TCP Dup ACK 82#1] 443  >  62984 [ACK] Seq=1 Ack=1 Win=269824 Len=0 SLE=1361 SRE=2189"
"88","4.633325","192.168.3.13","142.251.129.14","TCP","1414","[TCP Retransmission] 62984  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360"
"89","4.726694","HuaweiDevice_af:a2:95","Broadcast","ARP","42","Who has 192.168.3.18? Tell 192.168.3.1"
"90","4.805921","142.251.129.14","192.168.3.13","TCP","74","[TCP Dup ACK 82#2] 443  >  62984 [ACK] Seq=1 Ack=1 Win=269824 Len=0 SLE=1361 SRE=2189 SLE=829 SRE=2189"
"91","4.805971","192.168.3.13","142.251.129.14","TCP","882","[TCP Fast Retransmission] 62984  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=828"
"92","4.829354","208.103.161.1","192.168.3.13","TLSv1.2","78","Application Data"
"93","4.829863","192.168.3.13","208.103.161.1","TLSv1.2","82","Application Data"
"94","5.014227","208.103.161.1","192.168.3.13","TCP","54","443  >  49760 [ACK] Seq=25 Ack=29 Win=10 Len=0"
"95","5.118555","192.168.3.13","142.251.129.14","TCP","1414","[TCP Retransmission] 62984  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360"
"96","5.728609","192.168.3.13","142.251.129.14","TCP","1414","[TCP Retransmission] 62984  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360"
"97","5.744610","HuaweiDevice_af:a2:95","Broadcast","ARP","42","Who has 192.168.3.18? Tell 192.168.3.1"
"98","6.154522","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"99","6.926104","192.168.3.5","224.0.0.251","MDNS","276","Standard query response 0x0000 PTR DESKTOP-MFFHNNL._dosvc._tcp.local SRV 0 0 7680 DESKTOP-MFFHNNL.local TXT"
"100","6.926104","fe80::f0a:8524:541d:f410","ff02::fb","MDNS","296","Standard query response 0x0000 PTR DESKTOP-MFFHNNL._dosvc._tcp.local SRV 0 0 7680 DESKTOP-MFFHNNL.local TXT"
"101","6.926452","192.168.3.5","224.0.0.251","MDNS","93","Standard query 0x0000 ANY DESKTOP-MFFHNNL._dosvc._tcp.local, ""QM"" question"
"102","6.926452","fe80::f0a:8524:541d:f410","ff02::fb","MDNS","113","Standard query 0x0000 ANY DESKTOP-MFFHNNL._dosvc._tcp.local, ""QM"" question"
"103","6.934070","192.168.3.13","142.251.129.14","TCP","1414","[TCP Retransmission] 62984  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360"
"104","7.031555","142.251.129.14","192.168.3.13","TCP","66","443  >  62984 [ACK] Seq=1 Ack=2189 Win=267776 Len=0 SLE=829 SRE=1361"
"105","7.082514","142.251.129.14","192.168.3.13","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"106","7.093677","142.251.129.14","192.168.3.13","TLSv1.3","110","Application Data"
"107","7.093796","192.168.3.13","142.251.129.14","TCP","54","62984  >  443 [ACK] Seq=2189 Ack=1469 Win=65280 Len=0"
"108","7.094270","192.168.3.13","142.251.129.14","TLSv1.3","128","Change Cipher Spec, Application Data"
"109","7.094477","192.168.3.13","142.251.129.14","TLSv1.3","146","Application Data"
"110","7.094659","192.168.3.13","142.251.129.14","TLSv1.3","818","Application Data"
"111","7.094706","192.168.3.13","142.251.129.14","TLSv1.3","1350","Application Data"
"112","7.107531","142.251.129.14","192.168.3.13","TCP","110","[TCP Spurious Retransmission] 443  >  62984 [PSH, ACK] Seq=1413 Ack=2189 Win=267776 Len=56 [TCP PDU reassembled in 106]"
"113","7.107600","192.168.3.13","142.251.129.14","TCP","66","[TCP Dup ACK 107#1] 62984  >  443 [ACK] Seq=4415 Ack=1469 Win=65280 Len=0 SLE=1413 SRE=1469"
"114","7.152308","142.251.129.14","192.168.3.13","TCP","54","443  >  62984 [ACK] Seq=1469 Ack=2263 Win=267776 Len=0"
"115","7.154088","142.251.129.14","192.168.3.13","TLSv1.3","1022","Application Data, Application Data"
"116","7.154371","192.168.3.13","142.251.129.14","TLSv1.3","85","Application Data"
"117","7.175570","142.251.129.14","192.168.3.13","TLSv1.3","85","Application Data"
"118","7.192044","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"119","7.194304","142.251.129.14","192.168.3.13","TCP","54","443  >  62984 [ACK] Seq=2468 Ack=3119 Win=267264 Len=0"
"120","7.194304","192.168.3.5","224.0.0.251","MDNS","93","Standard query 0x0000 ANY DESKTOP-MFFHNNL._dosvc._tcp.local, ""QM"" question"
"121","7.194304","fe80::f0a:8524:541d:f410","ff02::fb","MDNS","113","Standard query 0x0000 ANY DESKTOP-MFFHNNL._dosvc._tcp.local, ""QM"" question"
"122","7.228704","192.168.3.13","142.251.129.14","TCP","54","62984  >  443 [ACK] Seq=4446 Ack=2468 Win=64512 Len=0"
"123","7.230627","142.251.129.14","192.168.3.13","TCP","54","443  >  62984 [ACK] Seq=2468 Ack=4415 Win=265984 Len=0"
"124","7.232606","142.251.129.14","192.168.3.13","TCP","54","443  >  62984 [ACK] Seq=2468 Ack=4446 Win=265984 Len=0"
"125","7.368230","142.251.129.14","192.168.3.13","TLSv1.3","438","Application Data"
"126","7.370739","142.251.129.14","192.168.3.13","TLSv1.3","1466","Application Data"
"127","7.370860","192.168.3.13","142.251.129.14","TCP","54","62984  >  443 [ACK] Seq=4446 Ack=4264 Win=65280 Len=0"
"128","7.371886","142.251.129.14","192.168.3.13","TLSv1.3","330","Application Data"
"129","7.371886","142.251.129.14","192.168.3.13","TLSv1.3","217","Application Data"
"130","7.371886","142.251.129.14","192.168.3.13","TLSv1.3","85","Application Data"
"131","7.371941","192.168.3.13","142.251.129.14","TCP","54","62984  >  443 [ACK] Seq=4446 Ack=4734 Win=65024 Len=0"
"132","7.372466","142.251.129.14","192.168.3.13","TLSv1.3","93","Application Data"
"133","7.372494","192.168.3.13","142.251.129.14","TCP","54","62984  >  443 [ACK] Seq=4446 Ack=4773 Win=65024 Len=0"
"134","7.373072","192.168.3.13","142.251.129.14","TLSv1.3","93","Application Data"
"135","7.385962","142.251.129.14","192.168.3.13","TCP","54","443  >  62984 [ACK] Seq=4773 Ack=4485 Win=265984 Len=0"
"136","7.454683","192.168.3.5","224.0.0.251","MDNS","93","Standard query 0x0000 ANY DESKTOP-MFFHNNL._dosvc._tcp.local, ""QM"" question"
"137","7.454683","fe80::f0a:8524:541d:f410","ff02::fb","MDNS","113","Standard query 0x0000 ANY DESKTOP-MFFHNNL._dosvc._tcp.local, ""QM"" question"
"138","7.719454","192.168.3.5","224.0.0.251","MDNS","341","Standard query response 0x0000 PTR, cache flush DESKTOP-MFFHNNL._dosvc._tcp.local SRV, cache flush 0 0 7680 DESKTOP-MFFHNNL.local TXT, cache flush A, cache flush 192.168.3.5 AAAA, cache flush fe80::f0a:8524:541d:f410"
"139","7.719824","fe80::f0a:8524:541d:f410","ff02::fb","MDNS","361","Standard query response 0x0000 PTR, cache flush DESKTOP-MFFHNNL._dosvc._tcp.local SRV, cache flush 0 0 7680 DESKTOP-MFFHNNL.local TXT, cache flush A, cache flush 192.168.3.5 AAAA, cache flush fe80::f0a:8524:541d:f410"
"140","7.724171","192.168.3.5","224.0.0.251","MDNS","277","Standard query response 0x0000 SRV, cache flush 0 0 7680 DESKTOP-MFFHNNL.local TXT, cache flush A, cache flush 192.168.3.5 AAAA, cache flush fe80::f0a:8524:541d:f410"
"141","7.724171","fe80::f0a:8524:541d:f410","ff02::fb","MDNS","297","Standard query response 0x0000 SRV, cache flush 0 0 7680 DESKTOP-MFFHNNL.local TXT, cache flush A, cache flush 192.168.3.5 AAAA, cache flush fe80::f0a:8524:541d:f410"
"142","8.202599","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"143","8.304542","192.168.3.13","192.168.3.255","BROWSER","243","Host Announcement VIVOBOOK, Workstation, Server, NT Workstation"
"144","8.412083","192.168.3.13","80.98.28.53","BT-DHT","146","Get_peers Info_hash=174785efdde45f645c76f8711d4e5b217fc0c218"
"145","9.226247","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"146","10.250560","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"147","10.379588","95.84.231.127","192.168.3.13","BT-DHT","204","Announce_peer Info_hash=1747879097a0b308fcbe72866d94ef29c0782b5c"
"148","10.379858","192.168.3.13","95.84.231.127","BT-DHT","119","Response"
"149","11.274363","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"150","12.196105","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"151","12.238852","192.168.3.13","172.217.30.4","TCP","66","62985  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"152","12.251386","172.217.30.4","192.168.3.13","TCP","66","443  >  62985 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=256"
"153","12.251576","192.168.3.13","172.217.30.4","TCP","54","62985  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"154","12.252317","192.168.3.13","172.217.30.4","TCP","1414","62985  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360 [TCP PDU reassembled in 155]"
"155","12.252317","192.168.3.13","172.217.30.4","TLSv1.3","514","Client Hello (SNI=www.google.com)"
"156","12.268849","192.168.3.13","172.217.30.4","TCP","1414","[TCP Retransmission] 62985  >  443 [PSH, ACK] Seq=461 Ack=1 Win=65280 Len=1360 [TCP PDU reassembled in 155]"
"157","12.559114","172.217.30.4","192.168.3.13","TCP","66","[TCP Retransmission] 443  >  62985 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=256"
"158","12.559160","192.168.3.13","172.217.30.4","TCP","66","[TCP Dup ACK 153#1] 62985  >  443 [ACK] Seq=1821 Ack=1 Win=65280 Len=0 SLE=0 SRE=1"
"159","12.574082","192.168.3.13","172.217.30.4","TCP","1414","[TCP Retransmission] 62985  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360"
"160","13.183452","192.168.3.13","172.217.30.4","TCP","1414","[TCP Retransmission] 62985  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360"
"161","13.393444","172.217.30.4","192.168.3.13","TCP","66","[TCP Dup ACK 152#1] 443  >  62985 [ACK] Seq=1 Ack=1 Win=269824 Len=0 SLE=1361 SRE=1821"
"162","13.414180","192.168.3.13","142.4.216.143","BT-DHT","146","Get_peers Info_hash=1747852596f8acdd167bdecbe1e3430e7941036c"
"163","13.818526","172.217.30.4","192.168.3.13","TCP","54","443  >  62985 [ACK] Seq=1 Ack=1821 Win=268032 Len=0"
"164","13.818526","172.217.30.4","192.168.3.13","TCP","66","[TCP Dup ACK 163#1] 443  >  62985 [ACK] Seq=1 Ack=1821 Win=268032 Len=0 SLE=1 SRE=1361"
"165","13.868375","172.217.30.4","192.168.3.13","TCP","1197","[TCP Previous segment not captured] 443  >  62985 [PSH, ACK] Seq=4237 Ack=1821 Win=268032 Len=1143"
"166","13.868461","192.168.3.13","172.217.30.4","TCP","66","[TCP Dup ACK 153#2] 62985  >  443 [ACK] Seq=1821 Ack=1 Win=65280 Len=0 SLE=4237 SRE=5380"
"167","13.869957","172.217.30.4","192.168.3.13","TLSv1.3","1466","[TCP Fast Retransmission] , Server Hello, Change Cipher Spec"
"168","13.870093","192.168.3.13","172.217.30.4","TCP","66","62985  >  443 [ACK] Seq=1821 Ack=1413 Win=65280 Len=0 SLE=4237 SRE=5380"
"169","13.875848","172.217.30.4","192.168.3.13","TCP","1466","[TCP Out-Of-Order] 443  >  62985 [ACK] Seq=1413 Ack=1821 Win=268032 Len=1412"
"170","13.875940","192.168.3.13","172.217.30.4","TCP","66","62985  >  443 [ACK] Seq=1821 Ack=2825 Win=65280 Len=0 SLE=4237 SRE=5380"
"171","13.880472","172.217.30.4","192.168.3.13","TCP","1466","[TCP Out-Of-Order] 443  >  62985 [ACK] Seq=2825 Ack=1821 Win=268032 Len=1412"
"172","13.880568","192.168.3.13","172.217.30.4","TCP","54","62985  >  443 [ACK] Seq=1821 Ack=5380 Win=65280 Len=0"
"173","13.881218","192.168.3.13","172.217.30.4","TLSv1.3","128","Change Cipher Spec, Application Data"
"174","13.889584","172.217.30.4","192.168.3.13","TCP","1466","[TCP Spurious Retransmission] 443  >  62985 [ACK] Seq=1413 Ack=1821 Win=268032 Len=1412"
"175","13.889668","192.168.3.13","172.217.30.4","TCP","66","[TCP Dup ACK 172#1] 62985  >  443 [ACK] Seq=1895 Ack=5380 Win=65280 Len=0 SLE=1413 SRE=2825"
"176","13.919460","172.217.30.4","192.168.3.13","TCP","1466","[TCP Spurious Retransmission] 443  >  62985 [PSH, ACK] Seq=2825 Ack=1821 Win=268032 Len=1412"
"177","13.919512","192.168.3.13","172.217.30.4","TCP","66","[TCP Dup ACK 172#2] 62985  >  443 [ACK] Seq=1895 Ack=5380 Win=65280 Len=0 SLE=2825 SRE=4237"
"178","13.930923","2.16.197.81","192.168.3.13","TLSv1.2","78","Application Data"
"179","13.931063","192.168.3.13","2.16.197.81","TCP","54","62974  >  443 [ACK] Seq=1 Ack=25 Win=1021 Len=0"
"180","13.932792","2.16.197.81","192.168.3.13","TCP","54","443  >  62974 [FIN, ACK] Seq=25 Ack=1 Win=501 Len=0"
"181","13.932831","192.168.3.13","2.16.197.81","TCP","54","62974  >  443 [ACK] Seq=1 Ack=26 Win=1021 Len=0"
"182","13.932893","192.168.3.13","2.16.197.81","TCP","54","62974  >  443 [FIN, ACK] Seq=1 Ack=26 Win=1021 Len=0"
"183","13.936441","2.16.197.81","192.168.3.13","TLSv1.2","78","Application Data"
"184","13.936489","192.168.3.13","2.16.197.81","TCP","54","62973  >  443 [ACK] Seq=1 Ack=25 Win=1021 Len=0"
"185","13.937094","2.16.197.81","192.168.3.13","TCP","54","443  >  62973 [FIN, ACK] Seq=25 Ack=1 Win=501 Len=0"
"186","13.937134","192.168.3.13","2.16.197.81","TCP","54","62973  >  443 [ACK] Seq=1 Ack=26 Win=1021 Len=0"
"187","13.937187","192.168.3.13","2.16.197.81","TCP","54","62973  >  443 [FIN, ACK] Seq=1 Ack=26 Win=1021 Len=0"
"188","13.937852","2.16.197.81","192.168.3.13","TLSv1.2","78","Application Data"
"189","13.937852","2.16.197.81","192.168.3.13","TCP","54","443  >  62971 [FIN, ACK] Seq=25 Ack=1 Win=502 Len=0"
"190","13.937911","192.168.3.13","2.16.197.81","TCP","54","62971  >  443 [ACK] Seq=1 Ack=26 Win=1021 Len=0"
"191","13.937980","192.168.3.13","2.16.197.81","TCP","54","62971  >  443 [FIN, ACK] Seq=1 Ack=26 Win=1021 Len=0"
"192","13.940598","2.16.197.81","192.168.3.13","TLSv1.2","78","Application Data"
"193","13.940598","2.16.197.81","192.168.3.13","TCP","54","443  >  62969 [FIN, ACK] Seq=25 Ack=1 Win=501 Len=0"
"194","13.940598","172.217.30.4","192.168.3.13","TCP","54","443  >  62985 [ACK] Seq=5380 Ack=1895 Win=268032 Len=0"
"195","13.940663","192.168.3.13","2.16.197.81","TCP","54","62969  >  443 [ACK] Seq=1 Ack=26 Win=1021 Len=0"
"196","13.940702","192.168.3.13","2.16.197.81","TCP","54","62969  >  443 [FIN, ACK] Seq=1 Ack=26 Win=1021 Len=0"
"197","13.941337","2.16.197.81","192.168.3.13","TLSv1.2","78","Application Data"
"198","13.941337","2.16.197.81","192.168.3.13","TCP","54","443  >  62972 [FIN, ACK] Seq=25 Ack=1 Win=502 Len=0"
"199","13.941381","192.168.3.13","2.16.197.81","TCP","54","62972  >  443 [ACK] Seq=1 Ack=26 Win=1021 Len=0"
"200","13.941452","192.168.3.13","2.16.197.81","TCP","54","62972  >  443 [FIN, ACK] Seq=1 Ack=26 Win=1021 Len=0"
"201","13.942103","2.16.197.81","192.168.3.13","TCP","54","[TCP Retransmission] 443  >  62974 [FIN, ACK] Seq=25 Ack=1 Win=501 Len=0"
"202","13.942122","192.168.3.13","2.16.197.81","TCP","54","[TCP Dup ACK 181#1] 62974  >  443 [ACK] Seq=2 Ack=26 Win=1021 Len=0"
"203","13.943073","142.4.216.143","192.168.3.13","BT-DHT","109","Response Nodes=0"
